,Cadastrais - Nome,Cadastrais - Classe - Nome,Cadastrais - Subclasse - Nome,Adicionais - Código de Barras
488,ANILINA SOFTGEL MIX VIOLETA 25G,PRODUTOS,PROD - CORANTES,7897011506453.0
489,ANILINA VERDE 10ml,PRODUTOS,PEC - ENGRENAGEM,
490,ANILINA VERMELHO 10ml,PRODUTOS,PEC - ENGRENAGEM,
492,ANTIMOFO LIQ BIGMIX 500ML,PRODUTOS,PROD - ANTIMOFO,
493,ANTIMOFO LIQ BIGMIX 5L,PRODUTOS,PROD - ANTIMOFO,7898407506958.0
494,ANTIMOFO LIQ INLOCO FOODS 400ML,PRODUTOS,PROD - ANTIMOFO,7898994959052.0
495,ANTIMOFO MAURI 35g,PRODUTOS,PEC - ENGRENAGEM,
496,ANTIMOFO PO ARCOLOR 30G,PRODUTOS,PROD - ANTIMOFO,7896226309835.0
497,ANTIMOFO PO BIGMIX POTE 1KG,PRODUTOS,PROD - ANTIMOFO,7898407504008.0
498,ANTIMOFO PO EMBRAMIX 1KG,PRODUTOS,PROD - ANTIMOFO,7890569300177.0
499,ANTIMOFO PO FLM 1KG,PRODUTOS,PROD - ANTIMOFO,7898409958960.0
500,ANTIMOFO PO LEVAPAN 500G,PRODUTOS,PROD - ANTIMOFO,7898386412905.0
501,ANTIMOFO PO P/ DOCES ICEBERG 50G,PRODUTOS,PROD - ANTIMOFO,7898329013329.0
502,ANTIMOFO PO P/ MASSAS ICEBERG 50G,PRODUTOS,PROD - ANTIMOFO,7898329013305.0
503,ANTIMOFO PREMIUM CRISTAL SC 35G,PRODUTOS,PEC - ENGRENAGEM,
504,ANTIMOFO PRONAP  1Kg,PRODUTOS,PEC - ENGRENAGEM,7898302250338.0
570,ARO CORTADOR CIRCULAR QUADRADO 6X6X4,PRODUTOS,ACES - FORMA ALUM,7898631573856.0
606,Aroma abacaxi 900ml,PRODUTOS,PEC - ENGRENAGEM,
607,Aroma ameixa 900ml,PRODUTOS,PEC - ENGRENAGEM,
608,Aroma amêndoa 900ml,PRODUTOS,PEC - ENGRENAGEM,
609,AROMA AMÊNDOA 960ml,PRODUTOS,PEC - ENGRENAGEM,7898329010298.0
610,Aroma baunilha branca 900ml,PRODUTOS,PEC - ENGRENAGEM,
611,AROMA BELL FLAVORS CHURRASCO PICANHA  20Kg,PRODUTOS,PROD - AROMAS,
612,AROMA CACAU 960ml,PRODUTOS,PEC - ENGRENAGEM,
613,Aroma canela 30ml,PRODUTOS,PEC - ENGRENAGEM,
614,Aroma chocolate 900ml,PRODUTOS,PEC - ENGRENAGEM,
615,AROMA EMBRAMIX LIMAO 960ml,PRODUTOS,PROD - AROMAS,
616,AROMA ERVA DOCE 960ml,PRODUTOS,PEC - ENGRENAGEM,7898329010823.0
617,Aroma I Nat pimenta verm 4Kg,PRODUTOS,PEC - ENGRENAGEM,
618,Aroma I.N. molho ingles 1kg,PRODUTOS,PEC - ENGRENAGEM,
619,AROMA ICEBERG LEITE 960ML,PRODUTOS,PEC - ENGRENAGEM,
620,AROMA ICEBERG MAÇÃ 960ML,PRODUTOS,PEC - ENGRENAGEM,
621,AROMA ICEBERG NATA 960ML,PRODUTOS,PEC - ENGRENAGEM,
622,Aroma limão 900ml,PRODUTOS,PEC - ENGRENAGEM,
623,AROMA LIQ ARCOLOR COCO 960ML,PRODUTOS,PROD - AROMAS,7896226300443.0
624,AROMA LIQ BIGMIX BAUNILHA 960ML,PRODUTOS,PROD - AROMAS,7898407501861.0
625,AROMA LIQ BIGMIX PANETONE 192ML,PRODUTOS,PROD - AROMAS,
626,AROMA LIQ BIGMIX PANETONE 960ML,PRODUTOS,PROD - AROMAS,7898407505784.0
627,AROMA LIQ ICEBERG ABACAXI 180ML,PRODUTOS,PROD - AROMAS,
628,AROMA LIQ ICEBERG ABACAXI 30ML,PRODUTOS,PROD - AROMAS,7898329011905.0
629,AROMA LIQ ICEBERG ABACAXI 960ML,PRODUTOS,PROD - AROMAS,7898329010182.0
630,AROMA LIQ ICEBERG AMENDOA 50ML,PRODUTOS,PROD - AROMAS,
631,AROMA LIQ ICEBERG AMENDOA 960ML,PRODUTOS,PROD - AROMAS,7898329010472.0
632,AROMA LIQ ICEBERG BANANA 960ML,PRODUTOS,PROD - AROMAS,7898329010205.0
633,AROMA LIQ ICEBERG BAUNILHA 50ML,PRODUTOS,PROD - AROMAS,
634,AROMA LIQ ICEBERG BAUNILHA BRANCA 30ML,PRODUTOS,PROD - AROMAS,7898329011875.0
635,AROMA LIQ ICEBERG BAUNILHA BRANCA 960ML,PRODUTOS,PROD - AROMAS,7898329011417.0
636,AROMA LIQ ICEBERG BAUNILHA ESCURA 30ML,PRODUTOS,PROD - AROMAS,7898329011868.0
637,AROMA LIQ ICEBERG BAUNILHA ESCURA 960ML,PRODUTOS,PROD - AROMAS,7898329010458.0
638,AROMA LIQ ICEBERG CEREJA 30ML,PRODUTOS,PROD - AROMAS,7898329011943.0
639,AROMA LIQ ICEBERG CHOCOLATE 30ML,PRODUTOS,PROD - AROMAS,7898329013190.0
640,AROMA LIQ ICEBERG COCO 30ML,PRODUTOS,PROD - AROMAS,7898329011899.0
641,AROMA LIQ ICEBERG COCO 960ML,PRODUTOS,PROD - AROMAS,7898329010229.0
642,AROMA LIQ ICEBERG LARANJA 30ML,PRODUTOS,PROD - AROMAS,7898329011950.0
643,AROMA LIQ ICEBERG LARANJA 960ML,PRODUTOS,PROD - AROMAS,7898329010373.0
644,AROMA LIQ ICEBERG LEITE CONDENSADO 30ML,PRODUTOS,PROD - AROMAS,7898329011936.0
645,AROMA LIQ ICEBERG LIMAO 30ML,PRODUTOS,PROD - AROMAS,7898329013206.0
646,AROMA LIQ ICEBERG LIMAO PRATA 960ML,PRODUTOS,PROD - AROMAS,7898329010311.0
647,AROMA LIQ ICEBERG MANTEIGA 30ML,PRODUTOS,PROD - AROMAS,7898329012902.0
648,AROMA LIQ ICEBERG MANTEIGA PRATA 960ML,PRODUTOS,PROD - AROMAS,7898329011448.0
649,AROMA LIQ ICEBERG MARACUJA 30ML,PRODUTOS,PROD - AROMAS,7898329013213.0
650,AROMA LIQ ICEBERG MARACUJA 960ML,PRODUTOS,PROD - AROMAS,7898329010380.0
651,AROMA LIQ ICEBERG MENTA 30ML,PRODUTOS,PROD - AROMAS,7898329011929.0
652,AROMA LIQ ICEBERG MILHO VERDE 30ML,PRODUTOS,PROD - AROMAS,7898329011974.0
653,AROMA LIQ ICEBERG MORANGO 30ML,PRODUTOS,PROD - AROMAS,7898329011912.0
654,AROMA LIQ ICEBERG MORANGO PRATA 50ML,PRODUTOS,PROD - AROMAS,
655,AROMA LIQ ICEBERG MORANGO PRATA 50ML,PRODUTOS,PROD - AROMAS,
656,AROMA LIQ ICEBERG MORANGO PRATA 960ML,PRODUTOS,PROD - AROMAS,7898329010274.0
657,AROMA LIQ ICEBERG PANETONE 192ML,PRODUTOS,PROD - AROMAS,
658,AROMA LIQ ICEBERG PANETONE 30ML,PRODUTOS,PROD - AROMAS,7898329011882.0
659,AROMA LIQ ICEBERG PANETONE 50ML,PRODUTOS,PROD - AROMAS,
660,AROMA LIQ ICEBERG PANETONE 960ML,PRODUTOS,PROD - AROMAS,7898329010335.0
661,AROMA LIQ ICEBERG QUEIJO 30ML,PRODUTOS,PROD - AROMAS,7898329014203.0
662,AROMA LIQ ICEBERG QUEIJO 960ML,PRODUTOS,PROD - AROMAS,7898329010359.0
663,AROMA LIQ ICEBERG RUM 30ML,PRODUTOS,PROD - AROMAS,7898329013183.0
664,AROMA LIQ ICEBERG TUTTI FRUTTI 30ML,PRODUTOS,PROD - AROMAS,7898329013220.0
665,AROMA LIQ JUNCO BAUNILHA 30ML,PRODUTOS,PROD - AROMAS,7896523109640.0
666,AROMA LIQ MIX ABACAXI 50ML,PRODUTOS,PROD - AROMAS,
667,AROMA LIQ MIX ABACAXI 960ML,PRODUTOS,PROD - AROMAS,7897011512690.0
668,AROMA LIQ MIX AMENDOA 30ML,PRODUTOS,PROD - AROMAS,7897011500529.0
669,AROMA LIQ MIX AVELA 30ML,PRODUTOS,PROD - AROMAS,7897011514168.0
670,AROMA LIQ MIX BANANA 960ML,PRODUTOS,PROD - AROMAS,7897011508426.0
671,AROMA LIQ MIX BAUNILHA 30ML,PRODUTOS,PROD - AROMAS,7897011500536.0
672,AROMA LIQ MIX BAUNILHA 960ML,PRODUTOS,PROD - AROMAS,7897011512713.0
673,AROMA LIQ MIX BAUNILHA BRANCA 30ML,PRODUTOS,PROD - AROMAS,7897011500826.0
674,AROMA LIQ MIX BAUNILHA BRANCA 960ML,PRODUTOS,PROD - AROMAS,7897011512706.0
675,AROMA LIQ MIX CAFE 30ML,PRODUTOS,PROD - AROMAS,7897011514175.0
676,AROMA LIQ MIX CEREJA 30ML,PRODUTOS,PROD - AROMAS,7897011500642.0
677,AROMA LIQ MIX CHOCOLATE 50ML,PRODUTOS,PROD - AROMAS,
678,AROMA LIQ MIX COCO 30ML,PRODUTOS,PROD - AROMAS,7897011500543.0
679,AROMA LIQ MIX COCO 960ML,PRODUTOS,PROD - AROMAS,7897011508419.0
680,AROMA LIQ MIX ERVA DOCE 30ML,PRODUTOS,PROD - AROMAS,7897011500017.0
681,AROMA LIQ MIX ERVA DOCE 50ML,PRODUTOS,PROD - AROMAS,
682,AROMA LIQ MIX FRUTAS VERM 30ML,PRODUTOS,PROD - AROMAS,7897011514182.0
683,AROMA LIQ MIX LARANJA 30ML,PRODUTOS,PROD - AROMAS,7897011500550.0
684,AROMA LIQ MIX LARANJA 960ML,PRODUTOS,PROD - AROMAS,7897011508457.0
685,AROMA LIQ MIX LIMAO 960ML,PRODUTOS,PROD - AROMAS,7897011508464.0
686,AROMA LIQ MIX MANTEIGA 30ML,PRODUTOS,PROD - AROMAS,7897011500758.0
687,AROMA LIQ MIX MANTEIGA 960ML,PRODUTOS,PROD - AROMAS,7897011508396.0
688,AROMA LIQ MIX MARACUJA 30ML,PRODUTOS,PROD - AROMAS,7897011500819.0
689,AROMA LIQ MIX MARACUJA 50ML,PRODUTOS,PROD - AROMAS,
690,AROMA LIQ MIX MARACUJA 960ML,PRODUTOS,PROD - AROMAS,7897011508570.0
691,AROMA LIQ MIX MEL 30ML,PRODUTOS,PROD - AROMAS,7897011500710.0
692,AROMA LIQ MIX MENTA 30ML,PRODUTOS,PROD - AROMAS,7897011500574.0
693,AROMA LIQ MIX MENTA 960ML,PRODUTOS,PROD - AROMAS,7897011506163.0
694,AROMA LIQ MIX MORANGO 30ML,PRODUTOS,PROD - AROMAS,7897011500581.0
695,AROMA LIQ MIX MORANGO 50ML,PRODUTOS,PROD - AROMAS,
696,AROMA LIQ MIX PANETONE 30ML,PRODUTOS,PROD - AROMAS,7897011500604.0
697,AROMA LIQ MIX PANETONE 50ML,PRODUTOS,PROD - AROMAS,
698,AROMA LIQ MIX PANETONE 960ML,PRODUTOS,PROD - AROMAS,7897011508495.0
699,AROMA LIQ MIX PAO DE MEL 30ML,PRODUTOS,PROD - AROMAS,7897011514120.0
700,AROMA LIQ MIX RUM 30ML,PRODUTOS,PROD - AROMAS,7897011500611.0
701,AROMA LIQ MIX TRUFA 30ML,PRODUTOS,PROD - AROMAS,7897011514144.0
702,AROMA LIQ MIX TUTII FRUTI 50ML,PRODUTOS,PROD - AROMAS,
703,AROMA LIQ MIX TUTTI-FRUTTI 30ML,PRODUTOS,PROD - AROMAS,7897011500697.0
704,Aroma mel 900ml,PRODUTOS,PEC - ENGRENAGEM,
705,AROMA MEL 960ml,PRODUTOS,PEC - ENGRENAGEM,
706,AROMA MIX PESSEGO 960ML,PRODUTOS,PEC - ENGRENAGEM,
707,Aroma morango 900ml,PRODUTOS,PROD - AROMAS,
708,AROMA MORANGO 960ml,PRODUTOS,PEC - ENGRENAGEM,
709,AROMA NATURAL PANETONE PRATA 5L,PRODUTOS,PEC - ENGRENAGEM,
710,AROMA PANETONE ARCOLOR 30ML,PRODUTOS,PROD - AROMAS,7896226300375.0
711,Aroma queijo 30ml,PRODUTOS,PEC - ENGRENAGEM,
712,Aroma Tutti Frutti 900ml,PRODUTOS,PEC - ENGRENAGEM,
713,AROMA VANILINA MIX 50G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7897011501076.0
720,ARROZ ARBORIO IMPERATORE IMP 1KG,PRODUTOS,PROD - CULINARIOS,7899801002404.0
878,AZ. PRETA CALIFÓRNIA 20/24 2Kg,PRODUTOS,PEC - ENGRENAGEM,
879,AZ. VERDE MÉDIA 20/24 2Kg,PRODUTOS,PEC - ENGRENAGEM,
880,AZEITE DE OLIVA EXTRA VIRGEM 200ML,PRODUTOS,PROD - PRODUTOS DIVERSOS,5601252118977.0
881,AZEITE DE OLIVA MAREIA CX/150x4ml (SACHET),PRODUTOS,PEC - ENGRENAGEM,
882,"AZEITE DE OLIVA SAN MARTIN ARGENTINO PET DTB 5,010",PRODUTOS,PEC - ENGRENAGEM,
883,"AZEITE DE OLIVA SAN MARTIN PET 5,010L",PRODUTOS,PEC - ENGRENAGEM,
884,"AZEITE OLIVA SANMARTIN 5,01L",PRODUTOS,PROD - CULINARIOS,7899801000998.0
885,"AZEITE OLIVA SANMARTIN EXTRA VIRGEM 5,01L",PRODUTOS,PROD - CULINARIOS,7898184538364.0
886,AZEITONA DIZA ARAUCO PRETA 20/24 2KG,PRODUTOS,PEC - ENGRENAGEM,
887,AZEITONA FRUGAL VERDE FATIADA 2KG,PRODUTOS,PEC - ENGRENAGEM,
888,AZEITONA PRETA CALIFORNIA 2Kg,PRODUTOS,PEC - ENGRENAGEM,
889,AZEITONA PRETA FRUGAL FATIADA 2KG,PRODUTOS,PEC - ENGRENAGEM,
890,AZEITONA VERDE SEM CAROCO 300G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7898617580175.0
1116,Balde c/ Escorregador Limpano 6x1,PRODUTOS,PEC - ENGRENAGEM,
1117,BALDE DE 15Kg VAZIO,PRODUTOS,PEC - ENGRENAGEM,
1118,BANANINHA EM CUBOS 01Kg,PRODUTOS,PEC - ENGRENAGEM,
1128,Bandeja B2 rasa SPUMAPAC  fd C/400unid,PRODUTOS,PEC - ENGRENAGEM,
1129,Bandeja B3 funda SPUMAPAC  fd C/400unid,PRODUTOS,PEC - ENGRENAGEM,
1144,BANDEJA CONCEPTS PRATA B05,PRODUTOS,PEC - ENGRENAGEM,
1227,BASE ABACAXI 1Kg,PRODUTOS,PEC - ENGRENAGEM,
1228,BASE BAUNILHA 1Kg,PRODUTOS,PEC - ENGRENAGEM,
1276,BASE LAMINADA DOURADA HEXAGONAL 8CM,PRODUTOS,PROD - PRODUTOS DIVERSOS,7908064706810.0
1277,BASE LIMÃO 1Kg,PRODUTOS,PEC - ENGRENAGEM,
1279,BASE MARACUJÁ 1Kg,PRODUTOS,PEC - ENGRENAGEM,
1280,BASE MILHO VERDE GOLD 1Kg,PRODUTOS,PEC - ENGRENAGEM,
1282,Base para cob Topping 400g,PRODUTOS,PEC - ENGRENAGEM,
1287,BASE SABOR COCO BR 1Kg,PRODUTOS,PEC - ENGRENAGEM,
1288,BASE SABOR CREME AM 1Kg,PRODUTOS,PEC - ENGRENAGEM,
1289,BASE SABOR GOIABA 1Kg,PRODUTOS,PEC - ENGRENAGEM,
1290,BASE SABOR L. CONDENSADO 1Kg,PRODUTOS,PEC - ENGRENAGEM,7898329012216.0
1291,BASE SABOR MAÇÃ VERDE 1Kg,PRODUTOS,PEC - ENGRENAGEM,
1292,BASE SABOR MORANGURTE 1Kg,PRODUTOS,PEC - ENGRENAGEM,7898329012285.0
1293,BASE SABOR UVA 1Kg,PRODUTOS,PEC - ENGRENAGEM,7898329012315.0
1299,BATATA INGLESA 1KG,PRODUTOS,PROD - CULINARIOS,
1408,BEBIDA CONHAQUE 200ML,PRODUTOS,PROD - PRODUTOS DIVERSOS,7896197300039.0
1409,BEIJINHO ALISPEC STAND POUCH 2 kg,PRODUTOS,PEC - ENGRENAGEM,
1410,BEIJINHO AUREA POTE 950G,PRODUTOS,PROD - DOCES RECHEIOS,7896180770733.0
1411,"BEIJINHO COLHER JUNCO BAG 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7896523160436.0
1412,"BEIJINHO JUNCO POTE 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7896523158365.0
1413,BEIJINHO JUNCO POTE 400G,PRODUTOS,PROD - DOCES RECHEIOS,7896523158334.0
1414,BEIJINHO MELKEN 970G,PRODUTOS,PROD - DOCES RECHEIOS,7897077836440.0
1415,BEIJINHO XAMEGO BOM 1KG,PRODUTOS,PROD - DOCES RECHEIOS,7896310601128.0
1416,BEIJINHO XAMEGO BOM 400G,PRODUTOS,PROD - DOCES RECHEIOS,7896310601098.0
1417,BERMUDA SARJA CARGO,PRODUTOS,PEC - ENGRENAGEM,
1418,BERMUDA SARJA SORT 44,PRODUTOS,PEC - ENGRENAGEM,
1421,BICARBONATO DE AMONIA 25KG,PRODUTOS,PROD - PRODUTOS DIVERSOS,
1422,BICARBONATO DE AMONIA RUICHFOOD 1KG,PRODUTOS,PROD - PRODUTOS DIVERSOS,
1423,BICARBONATO DE SODIO 25KG,PRODUTOS,PROD - PRODUTOS DIVERSOS,
1424,BICARBONATO DE SODIO 500G,PRODUTOS,PROD - PRODUTOS DIVERSOS,
1425,BICARBONATO QUALIMAX 500G,PRODUTOS,PROD - CREME CONF,7891122124452.0
1699,BIJU MARVI BAUNILHA 140G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7896068400059.0
1700,BIJU MARVI BAUNILHA 75G ,PRODUTOS,PROD - BISCOITOS,7896068407973.0
1701,BIJU MARVI CHOCOLATE 140G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7896068400066.0
1702,BIJU MARVI CHOCOLATE COM 10UND,PRODUTOS,PROD - PRODUTOS DIVERSOS,
1703,BIS. QUERO MAIS CASADINHO COM GOIABA CAIXA 2KG,PRODUTOS,PEC - ENGRENAGEM,
1704,BIS. QUERO MAIS CAVAQUINHA COM GOIABA CAIXA 2KG,PRODUTOS,PEC - ENGRENAGEM,
1705,BIS. QUERO MAIS DE COCO CAIXA 2KG,PRODUTOS,PEC - ENGRENAGEM,
1706,BIS. QUERO MAIS DE LEITE CONDENSADO CAIXA 2KG,PRODUTOS,PEC - ENGRENAGEM,
1707,BIS. QUERO MAIS DE NATA CAIXA 2KG,PRODUTOS,PEC - ENGRENAGEM,
1708,BIS. QUERO MAIS ENROLADO DE CANELA CAIXA 2KG,PRODUTOS,PEC - ENGRENAGEM,
1709,BIS. QUERO MAIS PALITO COM COB DE CHOCO BAND 152G,PRODUTOS,PEC - ENGRENAGEM,
1710,BIS. QUERO MAIS PALITO COM CORB DE CHOCO CAIXA 2KG,PRODUTOS,PEC - ENGRENAGEM,
1711,BIS. QUERO MAIS UGA CHOCOLATE CAIXA 2KG,PRODUTOS,PEC - ENGRENAGEM,
1712,BIS. QUERO MAIS UGA UGA QUERO 2KG,PRODUTOS,PEC - ENGRENAGEM,
1713,BIS. QUERO MAIS UGA UGA QUERO BAND 126G,PRODUTOS,PEC - ENGRENAGEM,
1715,BISCOITO LACTA BLACK WAFER BIS,PRODUTOS,PROD - BISCOITOS,7622210833389.0
1716,BISCOITO LACTA BRANCO WAFER BIS,PRODUTOS,PROD - CHOC BARRA/GOTA,7622210575999.0
1717,BISCOITO LACTA OREO WAFER BIS,PRODUTOS,PROD - CHOC BARRA/GOTA,7622300989316.0
1718,BISCOITO LACTA WAFER BIS 16UND,PRODUTOS,PROD - CHOC BARRA/GOTA,7622210575975.0
1719,BISCOITO MINI OREO 35G,PRODUTOS,PROD - BISCOITOS,7622210933454.0
1748,BOMBOM GAROTO SORTIDO ,PRODUTOS,PROD - BISCOITOS,7891008116632.0
1749,BOMBOM LACTA OURO BCO 1KG,PRODUTOS,PROD - CHOC BARRA/GOTA,7896019602105.0
1750,BOMBOM LACTA SONHO DE VALSA 1KG,PRODUTOS,PROD - CHOC BARRA/GOTA,7896019602006.0
1797,"BRIGADEIRO ALISPEC POTE 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7897259402265.0
1798,BRIGADEIRO ALISPEC STAND POUCH 2kg,PRODUTOS,PEC - ENGRENAGEM,
1799,BRIGADEIRO AUREA POTE 950G,PRODUTOS,PROD - DOCES RECHEIOS,7896180783931.0
1800,"BRIGADEIRO COLHER XAMEGO BOM 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7896310601616.0
1801,"BRIGADEIRO JUNCO POTE 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7896523158372.0
1802,BRIGADEIRO JUNCO POTE 400g,PRODUTOS,PROD - DOCES RECHEIOS,7896523158358.0
1803,"BRIGADEIRO MELKEN 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7897077836433.0
1804,"BRIGADEIRO XAMEGO BOM 1,01KG",PRODUTOS,PROD - DOCES RECHEIOS,7896310601920.0
1805,BRIGADEIRO XAMEGO BOM 400G,PRODUTOS,PROD - DOCES RECHEIOS,7896310601081.0
1806,BRIGADEIRO XAMEGO BOM POTE 1KG,PRODUTOS,PROD - DOCES RECHEIOS,7896310601111.0
1807,"BRILHO LIS 4,9Kg",PRODUTOS,PEC - ENGRENAGEM,
1808,BUBBALOO TUTTI FRUTTI 75G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7622210561985.0
1846,CACAU 100% BLACK DONA JURA 150G,PRODUTOS,PEC - ENGRENAGEM,7896497209933.0
1847,Cacau em pó natural 01Kg,PRODUTOS,PEC - ENGRENAGEM,
1848,CACAU PO MELKEN 100% 200G,PRODUTOS,PROD - CHOCOLATE PO,7897077808294.0
1849,CACAU PO MELKEN 100% 500G,PRODUTOS,PROD - CHOCOLATE PO,7897077825512.0
1850,CACAU PO MELKEN 70% 500G,PRODUTOS,PROD - CHOCOLATE PO,7897077837560.0
1851,CACAU PO QUALIMAX 100% 500G,PRODUTOS,PROD - CHOCOLATE PO,7891122116099.0
1852,CACAU PO SOCACAU 100% 200G,PRODUTOS,PROD - CHOCOLATE PO,40141906106.0
1859,CAFE CUP MARVI DISPLAY 60G,PRODUTOS,PROD - BISCOITOS,7896068423195.0
2147,CAIXA PANETONE 500G UND,PRODUTOS,PEC - ENGRENAGEM,
2148,CAIXA PANETONE 500g UNID,PRODUTOS,PEC - ENGRENAGEM,
2198,CAJUZINHO 01Kg,PRODUTOS,PEC - ENGRENAGEM,
2348,CALCA JEANS LYCRA FEMININO,PRODUTOS,PEC - ENGRENAGEM,
2349,CALCA JEANS MASCULINA,PRODUTOS,PEC - ENGRENAGEM,
2351,CALDA FLM TRES LEITES 1LT,PRODUTOS,PROD - DOCES RECHEIOS,7898331012433.0
2352,CALDA P/ BOLO RICHES 907G,PRODUTOS,PROD - COBERTURA LIQUIDA,49800074675.0
2353,CALDA PUDIM BIGMIX 7KG,PRODUTOS,PROD - COBERTURA LIQUIDA,7898407500222.0
2356,CALDO DE GALINHA EM TABLETE C/4,PRODUTOS,PROD - TEMPEROS,7891000242483.0
2357,CALDO DE LEGUMES EM TABLETE C/4,PRODUTOS,PROD - PRODUTOS DIVERSOS,7891000249963.0
2358,"CALDO PROMOCIONAL GALINHA 1,010KG",PRODUTOS,PROD - TEMPEROS,7891122116204.0
2359,"CALDO QUALIMAX CARNE 1,01KG",PRODUTOS,PROD - TEMPEROS,7891122123479.0
2360,CALDO QUALIMAX FRUTOS DO MAR 500G,PRODUTOS,PROD - TEMPEROS,7891122114293.0
2361,"CALDO QUALIMAX GALINHA 1,01KG",PRODUTOS,PROD - TEMPEROS,7891122123486.0
2370,CAMISA POLO,PRODUTOS,PEC - ENGRENAGEM,
2384,CANETA ESFEROFRAFICA TB (BRINDE),PRODUTOS,PEC - ENGRENAGEM,
2387,CANUDO BELA COXINHA SALGADO PCT 100UND,PRODUTOS,PROD - PRODUTOS DIVERSOS,610100151078.0
2388,CANUDO BICAO PCT 500-SACHET-SUCOS,PRODUTOS,PEC - ENGRENAGEM,
2389,"CANUDO MAREIA FLEXIVEL 500x6,3mm (SACHET)",PRODUTOS,PEC - ENGRENAGEM,
2390,CANUDO MAREIA MILK 200x8mm (SACHET),PRODUTOS,PEC - ENGRENAGEM,
2391,CANUDO MAREIA REFRI 500x5mm (SACHET),PRODUTOS,PEC - ENGRENAGEM,
2392,"CANUDO MAREIA VITAM 500x5,5mm (SACHET)",PRODUTOS,PEC - ENGRENAGEM,
2396,CANUDO PLAZAPEL PCT 400 VITAMINA,PRODUTOS,PEC - ENGRENAGEM,
2415,CARNE BOVINA CONTRA FILÉ 1KG,PRODUTOS,PEC - ENGRENAGEM,
2416,CARNE BOVINA DIANTEIRO 1KG,PRODUTOS,PEC - ENGRENAGEM,
2437,CASCAO CONE M NUTRILAR 10UND,PRODUTOS,PROD - PROD SORVETE,
2438,CASCAO CONE M NUTRILAR CX 12X10UND,PRODUTOS,PROD - PROD SORVETE,602883656628.0
2439,CASCAO CONE MARVI TRAD 10UND,PRODUTOS,PROD - PROD SORVETE,7896068407867.0
2440,CASCAO CONE MARVI TRAD CX 12UND,PRODUTOS,PROD - PROD SORVETE,
2441,CASCAO CONE MIX MARVI 10UND,PRODUTOS,PROD - PROD SORVETE,7896068416326.0
2442,CASCAO CONE MIX MARVI CX 12X10UND,PRODUTOS,PROD - PROD SORVETE,
2443,CASQUINHA BIJU EXTRA NUTRILAR 20UN,PRODUTOS,PROD - PROD SORVETE,
2444,CASQUINHA BIJU EXTRA NUTRILAR CX 15X20UND,PRODUTOS,PROD - PROD SORVETE,602883656581.0
2445,CASQUINHA BISC CONE  NUTRILAR 10UND,PRODUTOS,PROD - PROD SORVETE,602883656611.0
2446,CASQUINHA CESTINHA MARVI TRAD 5UND,PRODUTOS,PROD - PROD SORVETE,7896068400202.0
2447,CASQUINHA CESTINHA MARVI TRAD CX 24UND,PRODUTOS,PROD - PROD SORVETE,
2448,CASQUINHA CONE MARVI TRAD 10UND,PRODUTOS,PROD - PROD SORVETE,7896068422891.0
2449,CASQUINHA CONE MARVI TRAD CX 24X10UND,PRODUTOS,PROD - PROD SORVETE,
2450,CASQUINHA CONE MARVI TRAD EXTRA 10UND,PRODUTOS,PROD - PROD SORVETE,7896068425724.0
2451,Castanha de caju F-3 crua 1Kg,PRODUTOS,PEC - ENGRENAGEM,
2452,CASTANHA DE CAJU G-2 CRUA 1Kg,PRODUTOS,PEC - ENGRENAGEM,
2453,Castanha de caju G-T 1Kg,PRODUTOS,PEC - ENGRENAGEM,
2454,CASTANHA DE CAJU NAT G-3 01Kg,PRODUTOS,PEC - ENGRENAGEM,
2455,CASTANHA DE CAJU NAT X-2 1Kg,PRODUTOS,PEC - ENGRENAGEM,
2456,CASTANHA DE CAJU TORRADA E SALGADA 50G,PRODUTOS,PROD - FRUTAS/GRAOS,7898917945100.0
2457,CASTANHA DE CAJU XT 1Kg,PRODUTOS,PEC - ENGRENAGEM,
2458,"CASTANHA EUROCAJU INTEIRA TOR 11,34KG",PRODUTOS,PROD - FRUTAS/GRAOS,
2471,"CASTANHA GRAN TOR EUROCAJU G G2 11,34KG",PRODUTOS,PROD - FRUTAS/GRAOS,7898938573634.0
2472,CASTANHA GRAN TOR EUROCAJU G G2 1KG (FRAC),PRODUTOS,PROD - FRUTAS/GRAOS,
2473,"CASTANHA GRAN TOR EUROCAJU G G2 22,68KG",PRODUTOS,PROD - FRUTAS/GRAOS,7898938573269.0
2474,CASTANHA GRAN TOR EUROCAJU M (FRAC) 500G,PRODUTOS,PROD - FRUTAS/GRAOS,
2475,CASTANHA GRAN TOR EUROCAJU M SSP 1KG,PRODUTOS,PROD - FRUTAS/GRAOS,7898938573443.0
